gigtrust_id,grs,grs_band,engine_amount,engine_rate,sanctioned_amount,approved,defaulted
GT-KAR-2403-MN160-N,871,STRONG,63000,0.1698,55400.0,1,0
GT-UPR-2104-PZ3ZK-0,932,PRIME,117500,0.1445,120200.0,1,0
GT-MHR-2402-J87QS-C,696,RELIABLE,16500,0.2354,0.0,0,1
GT-UPC-2203-TSNH9-E,717,RELIABLE,30500,0.2287,26600.0,1,0
GT-RJF-2112-RG7DN-E,600,EMERGING,18500,0.3,17100.0,1,1
GT-KLH-2206-4T1W6-2,673,RELIABLE,30500,0.2438,28700.0,1,1
GT-MHW-2308-W25MH-D,770,RELIABLE,21500,0.2153,20600.0,1,0
GT-MHH-2204-X4X8N-9,699,RELIABLE,25000,0.2344,23100.0,1,0
GT-KAR-2212-CYESH-O,511,EMERGING,7000,0.3,0.0,0,1
GT-RJF-2205-ADQDB-0,754,RELIABLE,30500,0.2188,34500.0,1,0
GT-MHW-2104-F2J1N-X,600,EMERGING,15500,0.3,13700.0,1,0
GT-TNW-2105-0BKR6-4,818,STRONG,51500,0.1766,52700.0,1,0
GT-TGD-2104-94J4X-Y,817,STRONG,61500,0.1767,52700.0,1,1
GT-TND-2111-91R6X-5,593,EMERGING,10000,0.3,10600.0,1,1
GT-TGD-2204-1M9ZW-N,719,RELIABLE,23500,0.2281,21400.0,1,0
GT-TND-2309-KVZKQ-0,592,EMERGING,8000,0.3,7400.0,1,0
GT-DLC-2107-TD6QA-3,629,EMERGING,12500,0.3,13800.0,1,1
GT-TNW-2208-1S45B-Q,860,STRONG,56000,0.171,68400.0,1,0
GT-RJD-2402-7ZCFV-9,600,EMERGING,15000,0.3,0.0,0,0
GT-MHR-2210-0HRW0-I,813,STRONG,40000,0.1774,42800.0,1,0
GT-KLD-2306-7EAYH-8,589,EMERGING,9500,0.3,10600.0,1,1
GT-TGW-2212-ZE1E3-3,739,RELIABLE,32000,0.2226,29500.0,1,0
GT-DLC-2301-CZ7EX-J,600,EMERGING,14000,0.3,0.0,0,0
GT-TGD-2305-N492D-U,820,STRONG,56500,0.1763,66700.0,1,0
GT-KLR-2101-0VYD4-W,811,STRONG,57500,0.1777,62600.0,1,0
GT-RJH-2306-E4D69-Z,779,RELIABLE,38500,0.2134,44600.0,1,0
GT-RJF-2107-VMENJ-H,927,PRIME,118500,0.1448,126200.0,1,0
GT-DLC-2107-4QCT8-U,721,RELIABLE,27500,0.2275,31200.0,1,0
GT-RJR-2403-GFDSB-M,871,STRONG,49000,0.1698,51800.0,1,1
GT-UPD-2402-TR9JC-Y,716,RELIABLE,29500,0.229,25400.0,1,0
GT-KAF-2404-029QA-8,633,EMERGING,7500,0.3,7400.0,1,0
GT-TGD-2308-FDV7J-8,816,STRONG,60500,0.1769,54700.0,1,0
GT-RJW-2209-TD6NG-X,647,EMERGING,12500,0.2948,12100.0,1,1
GT-WBW-2111-F20AG-9,799,RELIABLE,48000,0.2097,45700.0,1,0
GT-WBD-2307-XM6TW-9,520,EMERGING,17000,0.3,0.0,0,0
GT-TNR-2206-K9GR7-B,859,STRONG,64500,0.1711,78100.0,1,0
GT-KAW-2208-GCD6E-N,717,RELIABLE,32500,0.2287,31900.0,1,0
GT-RJH-2101-JMRAH-0,735,RELIABLE,23000,0.2236,0.0,0,0
GT-UPR-2209-Z3NFR-7,815,STRONG,53500,0.1771,79300.0,1,0
GT-DLW-2211-626EC-G,668,RELIABLE,23500,0.2458,0.0,0,1
GT-DLD-2311-R07HB-Q,743,RELIABLE,22500,0.2215,17800.0,1,1
GT-WBC-2106-4HDJ8-E,798,RELIABLE,34500,0.2099,36500.0,1,0
GT-UPF-2309-RFKVF-1,782,RELIABLE,30000,0.2128,35000.0,1,1
GT-KAD-2203-4REEC-E,709,RELIABLE,29500,0.2311,32100.0,1,1
GT-GJW-2402-QKGNG-S,728,RELIABLE,33500,0.2256,35700.0,1,0
GT-RJW-2203-M8TCV-R,880,STRONG,61000,0.1689,67900.0,1,0
GT-TGW-2310-HPN3N-R,520,EMERGING,13500,0.3,0.0,0,0
GT-KAR-2302-W7HPT-J,741,RELIABLE,15000,0.2221,15400.0,1,1
GT-KAW-2302-MXGZ6-B,656,RELIABLE,23500,0.2508,23100.0,1,1
GT-MHW-2204-GQPWY-D,731,RELIABLE,22000,0.2247,24200.0,1,1
GT-RJR-2210-T6MNN-4,600,EMERGING,21000,0.3,22500.0,1,0
GT-TGD-2212-3SG1P-B,846,STRONG,54000,0.1727,39700.0,1,1
GT-MHC-2306-XWXHY-O,735,RELIABLE,32000,0.2236,32100.0,1,0
GT-KLF-2304-2YHES-H,600,EMERGING,17000,0.3,14000.0,1,0
GT-RJR-2103-EDJ1D-5,785,RELIABLE,39000,0.2122,46100.0,1,1
GT-MHC-2311-SPXY6-C,871,STRONG,84500,0.1698,85200.0,1,0
GT-GJD-2102-K2AVT-L,818,STRONG,57000,0.1766,54700.0,1,0
GT-TNW-2209-PA78A-N,867,STRONG,55500,0.1702,56200.0,1,0
GT-KAR-2309-MK00Z-U,723,RELIABLE,20500,0.2269,20500.0,1,1
GT-KAD-2404-QBQFG-K,647,EMERGING,13000,0.2948,13200.0,1,1
GT-WBH-2110-NPE8N-G,792,RELIABLE,32000,0.211,28600.0,1,0
GT-RJW-2211-QA5VD-C,808,STRONG,46000,0.1782,0.0,0,0
GT-KLD-2208-9DBHK-C,860,STRONG,105000,0.171,93800.0,1,0
GT-UPC-2204-EQZG1-3,896,STRONG,78500,0.1674,68000.0,1,0
GT-KLH-2402-F6BBT-V,920,PRIME,109000,0.1454,108100.0,1,0
GT-DLW-2209-ANXGC-W,807,STRONG,66500,0.1783,66600.0,1,0
GT-MHD-2304-VM8C9-2,773,RELIABLE,23000,0.2146,21000.0,1,0
GT-MHD-2111-0SQEV-E,659,RELIABLE,25000,0.2495,17400.0,1,0
GT-MHW-2207-3443G-N,781,RELIABLE,42000,0.213,37100.0,1,0
GT-UPC-2304-WX363-T,666,RELIABLE,20000,0.2466,21300.0,1,1
GT-MHD-2309-GN00V-A,767,RELIABLE,33000,0.2159,0.0,0,0
GT-TGR-2107-KRMZV-A,779,RELIABLE,34000,0.2134,33400.0,1,0
GT-UPD-2404-GAG3K-P,810,STRONG,46500,0.1779,44400.0,1,0
GT-KLR-2401-ZEYVS-G,742,RELIABLE,30500,0.2218,30800.0,1,0
GT-MHF-2109-SKJ6B-K,823,STRONG,46000,0.1758,46800.0,1,0
GT-MHD-2304-WNHFM-N,569,EMERGING,10000,0.3,7900.0,1,1
GT-KAF-2201-CJZ5A-C,780,RELIABLE,28000,0.2133,22600.0,1,0
GT-MHF-2307-K2A7Z-N,850,STRONG,63500,0.1722,54100.0,1,0
GT-TNR-2311-3S84S-P,680,RELIABLE,34500,0.2411,0.0,0,0
GT-TNC-2401-QZ36Z-H,600,EMERGING,21500,0.3,25700.0,1,0
GT-KLD-2208-JENSV-4,926,PRIME,107000,0.145,100800.0,1,0
GT-TGD-2202-R6S6W-E,600,EMERGING,12500,0.3,13500.0,1,0
GT-TNR-2307-ZXW1P-J,769,RELIABLE,29500,0.2155,35500.0,1,0
GT-TGR-2312-G90T3-2,778,RELIABLE,27000,0.2136,31100.0,1,0
GT-UPD-2101-7F4JS-0,752,RELIABLE,21500,0.2193,22600.0,1,0
GT-TNH-2310-JRFBR-L,520,EMERGING,11000,0.3,0.0,0,1
GT-MHD-2105-8JREE-2,720,RELIABLE,26500,0.2278,29100.0,1,0
GT-TGD-2402-8MR3Q-G,600,EMERGING,8500,0.3,10800.0,1,0
GT-GJW-2308-P0MF5-Q,794,RELIABLE,25000,0.2106,24800.0,1,0
GT-TNC-2312-B8GVC-X,600,EMERGING,14000,0.3,0.0,0,0
GT-WBR-2112-QEZ26-7,693,RELIABLE,25000,0.2364,31600.0,1,1
GT-TND-2207-RPXVE-D,731,RELIABLE,27000,0.2247,32400.0,1,1
GT-KLR-2205-PQ3HC-O,808,STRONG,45000,0.1782,52700.0,1,0
GT-RJD-2105-EN0YD-D,788,RELIABLE,33000,0.2117,33800.0,1,0
GT-UPR-2211-JCP4N-F,677,RELIABLE,25000,0.2422,0.0,0,1
GT-RJF-2303-B37P3-G,657,RELIABLE,20000,0.2503,21500.0,1,1
GT-MHR-2404-9GD21-I,888,STRONG,77000,0.1681,62000.0,1,0
GT-GJR-2307-DAP1D-3,600,EMERGING,10500,0.3,10800.0,1,1
GT-TGW-2311-FAHW9-M,815,STRONG,40000,0.1771,35000.0,1,0
GT-UPD-2204-D851A-8,907,PRIME,72000,0.1464,73800.0,1,0
GT-KAD-2210-R5PQP-0,897,STRONG,78000,0.1672,85000.0,1,0
GT-MHW-2105-7PXRH-K,600,EMERGING,28000,0.3,25400.0,1,0
GT-DLD-2111-5D3WV-C,758,RELIABLE,32000,0.2179,28300.0,1,0
GT-WBD-2112-76077-O,910,PRIME,90500,0.1462,94900.0,1,0
GT-KLD-2401-F5XHZ-A,507,EMERGING,6000,0.3,0.0,0,1
GT-RJR-2207-PH3N2-6,692,RELIABLE,31500,0.2368,31700.0,1,0
GT-TGF-2402-XNMP4-V,855,STRONG,48500,0.1716,51200.0,1,0
GT-KAR-2110-GKH5C-O,600,EMERGING,19500,0.3,16800.0,1,0
GT-RJR-2105-2VRX4-F,792,RELIABLE,39500,0.211,46400.0,1,0
GT-WBR-2303-H5NP0-B,674,RELIABLE,22500,0.2434,28900.0,1,0
GT-KAD-2212-KMC9V-R,768,RELIABLE,21500,0.2157,24700.0,1,1
GT-GJW-2302-C6W42-E,750,RELIABLE,26500,0.2198,28500.0,1,0
GT-RJH-2402-ZR47B-L,731,RELIABLE,22500,0.2247,22700.0,1,0
GT-RJR-2201-EE68P-0,600,EMERGING,12500,0.3,0.0,0,0
GT-RJR-2304-JT5E8-1,770,RELIABLE,30000,0.2153,0.0,0,0
GT-KLW-2110-S2A7Y-S,677,RELIABLE,26000,0.2422,0.0,0,0
GT-GJD-2301-FSSTW-0,873,STRONG,69000,0.1696,58200.0,1,0
GT-GJD-2104-C9SVJ-C,838,STRONG,58000,0.1737,53600.0,1,0
GT-MHH-2102-FZF0P-N,841,STRONG,70500,0.1733,80300.0,1,0
GT-GJD-2102-W15YC-4,644,EMERGING,8500,0.2962,9100.0,1,1
GT-RJD-2109-AFT6Q-3,520,EMERGING,9500,0.3,0.0,0,0
GT-RJR-2110-B9C8K-9,600,EMERGING,18000,0.3,16700.0,1,0
GT-RJF-2110-CJPDK-D,966,PRIME,159000,0.1424,143300.0,1,0
GT-MHF-2311-74F1V-K,786,RELIABLE,30500,0.2121,26400.0,1,0
GT-DLD-2203-4PSR5-8,600,EMERGING,10500,0.3,10400.0,1,0
GT-RJW-2312-XXAQ9-C,794,RELIABLE,28000,0.2106,29400.0,1,0
GT-KLD-2301-MD8S5-H,806,STRONG,62000,0.1785,60200.0,1,0
GT-WBH-2103-10N0R-U,640,EMERGING,11000,0.298,14400.0,1,0
GT-RJD-2404-M0PZ4-J,833,STRONG,65500,0.1744,65500.0,1,0
GT-GJD-2304-W4309-5,739,RELIABLE,21000,0.2226,20400.0,1,0
GT-DLR-2305-KJJ0X-O,827,STRONG,57500,0.1752,53500.0,1,1
GT-WBD-2301-5R3KY-6,756,RELIABLE,32000,0.2184,32900.0,1,0
GT-TNF-2311-11RQK-N,827,STRONG,57500,0.1752,60000.0,1,0
GT-UPD-2312-0JT3R-8,706,RELIABLE,23500,0.2321,20500.0,1,1
GT-TNR-2204-276N7-4,520,EMERGING,7500,0.3,0.0,0,1
GT-MHD-2210-JN107-M,777,RELIABLE,33000,0.2139,33000.0,1,0
GT-TGR-2209-R76PV-K,610,EMERGING,9500,0.3,0.0,0,0
GT-TGD-2209-7HJDS-K,758,RELIABLE,30000,0.2179,34600.0,1,0
GT-RJD-2304-VBSCP-1,847,STRONG,61000,0.1726,44100.0,1,0
GT-KAD-2302-CFYSS-U,816,STRONG,45500,0.1769,46500.0,1,0
GT-RJW-2403-KH18Y-3,803,STRONG,39500,0.179,46800.0,1,0
GT-DLW-2402-26QCQ-N,808,STRONG,53000,0.1782,0.0,0,0
GT-MHD-2109-371P4-A,949,PRIME,151000,0.1434,164000.0,1,0
GT-TGD-2211-MJVFC-0,695,RELIABLE,20000,0.2358,20200.0,1,1
GT-WBD-2104-F166K-B,817,STRONG,43500,0.1767,0.0,0,0
GT-KLD-2103-MM57K-4,712,RELIABLE,29500,0.2302,24500.0,1,0
GT-WBR-2305-NE16J-C,860,STRONG,81000,0.171,69900.0,1,0
GT-MHR-2110-CWXXG-7,759,RELIABLE,26500,0.2177,30300.0,1,0
GT-TGH-2103-T4VB8-A,874,STRONG,60000,0.1695,81500.0,1,0
GT-KLW-2111-6M2ZG-5,676,RELIABLE,28000,0.2427,23000.0,1,1
GT-UPD-2107-8N9E8-K,853,STRONG,54500,0.1718,53500.0,1,0
GT-DLD-2402-HF3V3-6,801,STRONG,48500,0.1794,59300.0,1,0
GT-GJD-2204-YK0YG-G,742,RELIABLE,33000,0.2218,33800.0,1,0
GT-UPD-2312-QCN9T-0,770,RELIABLE,31500,0.2153,29400.0,1,1
GT-DLR-2112-TYANR-2,771,RELIABLE,28500,0.2151,21900.0,1,1
GT-WBD-2102-SCPYZ-M,789,RELIABLE,36000,0.2115,40900.0,1,0
GT-TND-2212-HD75N-1,752,RELIABLE,30500,0.2193,29800.0,1,0
GT-MHD-2309-KWQJC-V,688,RELIABLE,23000,0.2382,25300.0,1,0
GT-RJF-2401-K3PRQ-K,747,RELIABLE,28000,0.2205,0.0,0,0
GT-TND-2401-GS483-X,583,EMERGING,7000,0.3,0.0,0,1
GT-TNH-2105-YDR11-6,812,STRONG,51000,0.1775,40500.0,1,0
GT-MHR-2309-GJ9Q6-7,645,EMERGING,10500,0.2957,0.0,0,0
GT-TGD-2101-VFSKK-9,772,RELIABLE,26000,0.2149,26800.0,1,0
GT-GJR-2201-0QMA6-V,828,STRONG,63000,0.1751,61000.0,1,0
GT-KLR-2101-16M19-9,780,RELIABLE,28500,0.2133,26900.0,1,0
GT-UPR-2207-SETQ4-0,625,EMERGING,10000,0.3,12100.0,1,0
GT-RJR-2102-VBCBB-I,710,RELIABLE,27500,0.2308,24600.0,1,0
GT-KLD-2103-CFPXX-B,778,RELIABLE,32000,0.2136,40400.0,1,1
GT-GJD-2305-BJQQG-H,763,RELIABLE,25500,0.2168,25200.0,1,0
GT-RJD-2305-XHH6D-8,897,STRONG,73500,0.1672,62800.0,1,0
GT-TNF-2211-N7JAR-R,600,EMERGING,16500,0.3,16600.0,1,0
GT-UPF-2306-47D4J-K,546,EMERGING,4500,0.3,0.0,0,1
GT-GJF-2112-CQ9MV-H,600,EMERGING,13000,0.3,0.0,0,0
GT-TGH-2205-8EZSB-9,728,RELIABLE,23500,0.2256,0.0,0,0
GT-GJR-2403-PB4SD-W,626,EMERGING,9500,0.3,8900.0,1,0
GT-UPC-2105-K9WXZ-Z,600,EMERGING,17000,0.3,0.0,0,0
GT-TGR-2201-Z1TEZ-A,884,STRONG,63500,0.1684,76200.0,1,0
GT-RJR-2109-8SX7T-1,636,EMERGING,8500,0.2999,5800.0,1,1
GT-KAF-2303-GRZGA-I,921,PRIME,109000,0.1453,119700.0,1,0
GT-TND-2305-T7HSG-O,721,RELIABLE,20500,0.2275,21300.0,1,0
GT-TND-2210-72QWJ-C,520,EMERGING,17500,0.3,0.0,0,0
GT-RJR-2311-C57FA-W,520,EMERGING,9500,0.3,0.0,0,0
GT-WBD-2305-NP2B1-9,722,RELIABLE,20500,0.2272,22800.0,1,0
GT-KLD-2309-7EC7A-6,600,EMERGING,14500,0.3,0.0,0,0
GT-KLW-2212-JKYHZ-0,598,EMERGING,10000,0.3,10400.0,1,1
GT-TGR-2309-C4GQR-4,942,PRIME,123500,0.1438,110100.0,1,0
GT-UPD-2304-FHHJ3-2,697,RELIABLE,22000,0.235,17900.0,1,0
GT-DLD-2203-TZEAH-5,719,RELIABLE,23500,0.2281,22900.0,1,0
GT-MHC-2208-XH2F9-A,844,STRONG,56500,0.1729,67300.0,1,0
GT-TGH-2312-3N5AH-5,922,PRIME,105000,0.1452,122200.0,1,0
GT-TNF-2106-XM77K-W,872,STRONG,94500,0.1697,111500.0,1,0
GT-UPD-2312-QA646-H,642,EMERGING,10500,0.2971,0.0,0,1
GT-WBR-2109-VG7MA-J,814,STRONG,53500,0.1772,49300.0,1,0
GT-MHD-2208-79P8K-7,621,EMERGING,7500,0.3,6300.0,1,0
GT-TGW-2312-M6SX1-2,852,STRONG,77500,0.1719,64600.0,1,1
GT-TGR-2301-3PWF1-4,600,EMERGING,9000,0.3,7800.0,1,1
GT-KAW-2207-E9FBR-V,661,RELIABLE,16000,0.2487,15400.0,1,0
GT-WBR-2403-F5VTZ-V,745,RELIABLE,35000,0.2211,38000.0,1,0
GT-KLC-2312-SJ5NM-9,745,RELIABLE,32500,0.2211,25900.0,1,0
GT-RJR-2305-1KMEB-5,755,RELIABLE,38500,0.2186,33300.0,1,0
GT-KLR-2106-TT2MV-7,861,STRONG,68500,0.1709,55800.0,1,0
GT-RJR-2203-4NARA-D,844,STRONG,39500,0.1729,0.0,0,0
GT-KLF-2302-313B8-E,782,RELIABLE,34000,0.2128,39500.0,1,0
GT-KAC-2212-GPCPH-B,664,RELIABLE,18500,0.2474,0.0,0,0
GT-TGR-2311-1KJHT-E,885,STRONG,86500,0.1684,66400.0,1,0
GT-WBH-2403-6ZHSP-7,600,EMERGING,12500,0.3,0.0,0,0
GT-RJR-2208-F46KH-6,862,STRONG,59500,0.1708,59200.0,1,0
GT-TND-2205-WNH3N-D,914,PRIME,66000,0.1459,62500.0,1,1
GT-UPD-2309-8Z4QD-S,808,STRONG,54000,0.1782,57700.0,1,1
GT-UPD-2110-KAXFB-T,805,STRONG,49000,0.1787,42400.0,1,0
GT-WBC-2204-GCT3Z-W,520,EMERGING,6000,0.3,0.0,0,1
GT-DLD-2212-S7F9B-9,792,RELIABLE,33500,0.211,30700.0,1,0
GT-KAD-2106-G9WVK-7,817,STRONG,43500,0.1767,48600.0,1,0
GT-TGD-2308-HR6P0-Q,802,STRONG,38500,0.1792,35700.0,1,0
GT-MHW-2302-6E9YN-R,668,RELIABLE,21500,0.2458,0.0,0,0
GT-GJH-2105-4SVKB-Q,739,RELIABLE,22500,0.2226,0.0,0,1
GT-DLW-2312-V2DEA-P,563,EMERGING,6500,0.3,0.0,0,1
GT-RJD-2206-EQR2S-Q,800,STRONG,37500,0.1795,47400.0,1,0
GT-RJR-2401-TEW4K-0,572,EMERGING,6500,0.3,6700.0,1,1
GT-RJD-2307-5F4R1-M,831,STRONG,44000,0.1747,38400.0,1,0
GT-GJC-2111-2XRJQ-A,810,STRONG,55500,0.1779,60200.0,1,1
GT-MHD-2303-CD2KJ-Y,708,RELIABLE,29000,0.2314,28000.0,1,0
GT-KLH-2209-Y35QZ-B,803,STRONG,59000,0.179,55900.0,1,0
GT-KAW-2108-Z7ZSK-I,717,RELIABLE,27000,0.2287,20800.0,1,1
GT-WBF-2404-03PP6-5,795,RELIABLE,44000,0.2104,50000.0,1,0
GT-RJW-2404-G8E41-T,589,EMERGING,9000,0.3,0.0,0,1
GT-KAD-2303-N5QX7-Y,600,EMERGING,21500,0.3,22900.0,1,0
GT-TGD-2202-RZMS3-Y,602,EMERGING,8000,0.3,7700.0,1,1
GT-TGR-2208-243F9-S,632,EMERGING,7000,0.3,0.0,0,1
GT-MHD-2301-01NN3-N,711,RELIABLE,29000,0.2305,38200.0,1,0
GT-MHW-2101-MTMS2-4,680,RELIABLE,26000,0.2411,28700.0,1,0
GT-KLR-2310-3D96K-U,600,EMERGING,17500,0.3,24800.0,1,0
GT-KLC-2212-X7TS4-V,724,RELIABLE,19000,0.2266,17800.0,1,0
GT-KAC-2207-P1WQH-7,899,STRONG,80000,0.1671,71100.0,1,0
GT-DLD-2303-E2822-A,790,RELIABLE,34500,0.2113,0.0,0,0
GT-TND-2107-Q8DPK-V,775,RELIABLE,27500,0.2142,28100.0,1,0
GT-MHR-2211-GW9VN-X,780,RELIABLE,32500,0.2133,36700.0,1,0
GT-KAD-2102-GAMW9-G,840,STRONG,61500,0.1735,61000.0,1,0
GT-WBF-2206-19VQ6-K,600,EMERGING,15500,0.3,10100.0,1,0
GT-TGW-2202-JSGMS-6,776,RELIABLE,29000,0.214,29800.0,1,0
GT-RJW-2205-H6DZC-F,796,RELIABLE,31500,0.2102,28100.0,1,0
GT-DLR-2105-Z1VCJ-6,559,EMERGING,5500,0.3,0.0,0,0
GT-WBC-2111-JP23D-6,636,EMERGING,9500,0.2999,0.0,0,0
GT-TNF-2112-91K9S-N,774,RELIABLE,33500,0.2145,0.0,0,1
GT-KAH-2210-D5JM2-G,771,RELIABLE,28500,0.2151,26200.0,1,0
GT-UPW-2111-Y2PXD-J,815,STRONG,59500,0.1771,57100.0,1,0
GT-UPW-2209-S19F1-S,745,RELIABLE,34000,0.2211,36300.0,1,0
GT-GJD-2402-CDYMZ-8,803,STRONG,49000,0.179,45800.0,1,0
GT-KAW-2311-DXH98-D,676,RELIABLE,14500,0.2427,11200.0,1,1
GT-GJD-2112-Q7K26-L,752,RELIABLE,28000,0.2193,15100.0,1,0
GT-GJR-2110-Z3S8H-N,636,EMERGING,11500,0.2999,0.0,0,1
GT-TGR-2304-GZ7MK-6,600,EMERGING,20000,0.3,17600.0,1,0
GT-GJD-2109-C3M8S-U,603,EMERGING,8500,0.3,7300.0,1,1
GT-MHD-2302-0W50Z-M,829,STRONG,58500,0.175,59700.0,1,0
GT-DLD-2205-7686W-Q,579,EMERGING,10000,0.3,0.0,0,0
GT-MHW-2102-Q3VS0-7,787,RELIABLE,27500,0.2119,27000.0,1,0
GT-TGF-2309-H2NCK-L,820,STRONG,56500,0.1763,64900.0,1,0
GT-RJH-2306-CE7W7-J,804,STRONG,44500,0.1788,41300.0,1,0
GT-KAW-2110-BS5ZG-7,560,EMERGING,9500,0.3,9600.0,1,1
GT-TGR-2305-X5BJ5-Q,600,EMERGING,10500,0.3,6300.0,1,0
GT-DLW-2401-7415Q-2,600,EMERGING,11500,0.3,11800.0,1,0
GT-KLR-2106-0EDWA-K,611,EMERGING,10000,0.3,10000.0,1,0
GT-GJD-2305-KD2HN-B,680,RELIABLE,27500,0.2411,0.0,0,1
GT-DLH-2107-SRVER-K,756,RELIABLE,34000,0.2184,35000.0,1,0
GT-DLC-2107-9WPH5-5,827,STRONG,53000,0.1752,54600.0,1,0
GT-WBD-2112-CE8ZY-F,808,STRONG,59500,0.1782,60800.0,1,0
GT-KAW-2305-RX8YV-0,750,RELIABLE,26000,0.2198,26500.0,1,1
GT-KAD-2403-FK6M3-N,742,RELIABLE,24000,0.2218,23400.0,1,0
GT-GJC-2403-SW6C6-A,520,EMERGING,9500,0.3,0.0,0,1
GT-RJF-2311-ZYDMK-0,747,RELIABLE,26500,0.2205,26900.0,1,0
GT-UPD-2401-8K6KT-J,680,RELIABLE,13500,0.2411,14200.0,1,0
GT-MHW-2304-81QKN-D,722,RELIABLE,25000,0.2272,21000.0,1,1
GT-RJR-2403-X48M0-0,767,RELIABLE,37500,0.2159,40200.0,1,0
GT-DLD-2109-R8ERF-I,715,RELIABLE,27500,0.2293,39600.0,1,0
GT-RJW-2112-ESNZY-7,949,PRIME,159000,0.1434,157400.0,1,0
GT-DLW-2312-0XCFW-D,653,RELIABLE,23500,0.2521,25300.0,1,1
GT-TGR-2107-Y72S3-Z,740,RELIABLE,24500,0.2223,0.0,0,0
GT-KLW-2303-V605C-A,643,EMERGING,8000,0.2966,8300.0,1,1
GT-TGD-2303-NEK9Y-L,739,RELIABLE,28500,0.2226,29100.0,1,0
GT-GJD-2212-8WGG1-1,711,RELIABLE,27500,0.2305,27300.0,1,0
GT-WBF-2404-4AZ8F-5,844,STRONG,61000,0.1729,58400.0,1,0
GT-KAD-2101-GYCG6-0,520,EMERGING,11500,0.3,0.0,0,1
GT-UPR-2201-4H84W-O,739,RELIABLE,28000,0.2226,25600.0,1,0
GT-TNH-2208-B68Z4-J,600,EMERGING,12000,0.3,9700.0,1,0
GT-TGW-2206-WGZWT-9,600,EMERGING,8000,0.3,6700.0,1,1
GT-TNR-2210-1KHX3-7,701,RELIABLE,24500,0.2337,0.0,0,0
GT-KLR-2302-EBBVE-U,704,RELIABLE,21500,0.2328,20000.0,1,1
GT-WBC-2101-HZDHB-7,767,RELIABLE,32500,0.2159,32200.0,1,0
GT-GJC-2104-E4KCE-O,805,STRONG,51500,0.1787,46200.0,1,0
GT-WBD-2205-QA6DM-2,750,RELIABLE,27500,0.2198,30300.0,1,0
GT-TNR-2402-6H5M9-L,739,RELIABLE,23500,0.2226,22500.0,1,0
GT-WBD-2302-04GAZ-K,650,RELIABLE,14000,0.2534,14600.0,1,1
GT-UPD-2308-Y48WY-M,827,STRONG,39500,0.1752,41000.0,1,0
GT-KAD-2208-AZ43P-T,520,EMERGING,17500,0.3,0.0,0,0
GT-MHF-2309-Z318Q-P,814,STRONG,45500,0.1772,58100.0,1,0
GT-MHW-2404-H00VH-E,817,STRONG,45000,0.1767,43700.0,1,0
GT-KLC-2106-TMH3J-6,733,RELIABLE,33000,0.2242,34800.0,1,1
GT-WBR-2303-KMQF5-H,634,EMERGING,8500,0.3,9600.0,1,1
GT-TNR-2401-2GP77-9,799,RELIABLE,36000,0.2097,35300.0,1,0
GT-MHD-2111-6YCRK-Y,780,RELIABLE,45000,0.2133,42300.0,1,0
GT-GJD-2311-KT79A-M,705,RELIABLE,23000,0.2324,25000.0,1,1
GT-WBD-2307-9HKZ1-J,693,RELIABLE,28500,0.2364,0.0,0,0
GT-GJH-2210-69QW9-9,790,RELIABLE,35500,0.2113,32900.0,1,0
GT-UPD-2309-4SC2Z-6,853,STRONG,67500,0.1718,60500.0,1,0
GT-KAW-2208-TATG0-J,709,RELIABLE,27500,0.2311,30300.0,1,1
GT-GJD-2309-DWD84-T,602,EMERGING,8500,0.3,0.0,0,1
GT-UPR-2303-R9V68-I,803,STRONG,31500,0.179,26700.0,1,0
GT-DLC-2303-9C1KM-2,679,RELIABLE,20500,0.2415,15300.0,1,0
GT-TNH-2106-X4JAA-5,720,RELIABLE,26000,0.2278,24800.0,1,0
GT-WBD-2311-42SSP-Q,818,STRONG,57000,0.1766,41900.0,1,0
GT-TNC-2102-HHW34-R,616,EMERGING,11000,0.3,0.0,0,1
GT-KLD-2110-ZDYTF-Q,600,EMERGING,14000,0.3,10100.0,1,0
GT-KAW-2209-80ZM4-9,798,RELIABLE,43000,0.2099,47000.0,1,1
GT-MHD-2401-J688Q-D,784,RELIABLE,28500,0.2125,37100.0,1,0
GT-RJR-2402-CB46F-V,743,RELIABLE,24500,0.2215,17900.0,1,0
GT-GJW-2104-WJA2T-O,555,EMERGING,6000,0.3,0.0,0,0
GT-RJW-2111-HYCCN-S,886,STRONG,71000,0.1683,67500.0,1,0
GT-KAC-2210-F7S0R-4,779,RELIABLE,27500,0.2134,29900.0,1,0
GT-MHD-2106-TP9SX-8,700,RELIABLE,24500,0.2341,27500.0,1,1
GT-RJC-2106-ZPGQC-I,667,RELIABLE,17500,0.2462,22700.0,1,0
GT-RJD-2206-CYM5G-I,780,RELIABLE,36500,0.2133,33700.0,1,0
GT-RJD-2207-1ZS7C-W,797,RELIABLE,27000,0.2101,25600.0,1,0
GT-RJD-2303-FWP3H-A,766,RELIABLE,31500,0.2161,26700.0,1,0
GT-DLD-2111-E8YFD-Q,826,STRONG,58000,0.1754,48700.0,1,0
GT-KAD-2208-85ARA-M,520,EMERGING,10500,0.3,0.0,0,1
GT-DLF-2201-TWWHQ-H,638,EMERGING,10500,0.299,10000.0,1,1
GT-KLD-2309-9BNPQ-3,612,EMERGING,7500,0.3,0.0,0,1
